ref-video,dis-video,dmos-gt,resolution
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_05,54.351767099999996,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_06,65.49892668,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_07,46.96523031,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_08,56.7929296,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_09,66.4621166,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_10,30.84561652,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_11,54.58016742,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_12,72.48292161,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_13,68.00360471,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_14,63.96955028,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_15,43.79527584,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_16,17.67005082,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_17,41.02256363,832x480
ref/Flowervase_832x480_ref,dis/Flowervase_832x480_dst_18,71.55953909,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_01,75.88731800000002,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_02,63.12511595,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_03,39.32328426,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_04,33.94465085,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_05,50.31336483,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_06,58.61325079999999,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_07,24.63740062,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_08,37.96128614,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_09,55.45947188,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_10,24.56694236,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_11,35.85982249,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_12,55.19559447,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_13,68.64805944,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_14,58.94759809,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_15,42.06015426,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_16,17.32961501,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_17,50.4331632,832x480
ref/Keiba_832x480_ref,dis/Keiba_832x480_dst_18,68.82964224,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_01,71.34861758,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_02,45.92218919,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_03,33.32167219,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_04,33.33259131,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_05,45.99884009,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_06,57.3619734,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_07,40.8293305,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_08,51.2924095,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_09,65.47287561,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_10,35.09312743,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_11,53.26328289,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_12,70.8765717,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_13,63.17684048,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_14,58.33602566,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_15,40.60143602,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_16,33.49377505,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_17,62.91420905,832x480
ref/Kimono_832x480_ref,dis/Kimono_832x480_dst_18,78.99350105,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_01,69.03073695,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_02,44.87401856,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_03,31.52565431,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_04,36.80488145,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_05,55.17661364,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_06,60.94209742,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_07,38.22349859,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_08,56.76359372,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_09,72.70164753,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_10,44.55409245,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_11,60.73065684,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_12,71.64790234,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_13,70.34737955,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_14,58.40100748,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_15,44.03370891,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_16,28.11075824,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_17,65.46549175,832x480
ref/ParkScene_832x480_ref,dis/ParkScene_832x480_dst_18,82.80008516,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_01,73.58225148,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_02,53.11354387,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_03,20.84597893,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_04,49.34783875,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_05,54.43910328,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_06,63.1863331,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_07,35.01431445,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_08,50.50521804,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_09,70.43787024,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_10,31.85484722,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_11,50.67216537,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_12,60.29534737,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_13,70.01922859999999,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_14,59.00027104,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_15,41.57339111,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_16,14.80210383,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_17,46.89729744,832x480
ref/PartyScene_832x480_ref,dis/PartyScene_832x480_dst_18,75.79427181,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_01,68.88005190000001,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_02,48.42246494,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_03,35.81287413,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_04,38.060569799999996,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_05,47.43617272,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_06,60.92460606,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_07,38.9098127,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_08,57.80180051,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_09,72.85497891,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_10,26.66715185,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_11,57.51913375,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_12,65.80745229,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_13,73.78412042,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_14,59.35873126,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_15,47.60257315,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_16,29.94580064,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_17,57.57219085,832x480
ref/Timelapse_832x480_ref,dis/Timelapse_832x480_dst_18,73.08194444,832x480
